tweet_id,text,sentiment,labels,ca_related
,"@JustinTrudeau @j_akeeagok We need better vaccine distribution.💉🌍 The actions taken so far have been important, but insufficient.
We need an emergency vaccination plan urgently.⚠️ #VaccinEquity
Millions of people, in different countries, have not yet taken any dose.😔 https://t.co/XWHspDwXwf",pos,pandemic-logistics,ca
,@Shanerpain @maxiheadr00m @JustinTrudeau Looks like I got you all riled up. You have a choice and so do people who want the vaccine.,neg,covid-controversy,ca
,"@Esra71344236 @JustinTrudeau No we don't. Stop worrying about 10% of the population, almost 90% of eligible Canadians have got their shots. If the vaccine works we will be fine.",pos,vax-efficiency,ca
,"@Case14010339 @KylieSpeak @JustinTrudeau The virus. The vaccine is very safe, especially when compared to the virus.",pos,vax-efficiency,ca
,"@Sylvia_FineArt @JustinTrudeau You must be kidding, are you serious? You can go everywhere, do everything and you still complain? You got your vaccine in exchange of a bonus for you just like lollipop for children for good behaving. There must be something wrong with vaccine that you took! No other explanation",neg,vax-efficiency,ca
,@marcelloup @EarnmyV @Avnihl78 @MTW2478 @JustinTrudeau It’s not a vaccine hur a gene therapy actual vaccines stop transmission of the whatever the vaccine is for. Stop trying to sound smarter then you are. Also if double vax can get and spread then you must be even stupider to not have read that or seen @BorisJohnson say it,neg,vax-efficiency,ca
,@JustinTrudeau Please do your research… changing DNA. Sterilization don’t harm your child for an experimental jab.  This is not a vaccine,neg,covid-controversy,ca
,"@JustinTrudeau Let's be clear. No! Pharma 36 billion and rising. No liability. The vaccine has killed humans, yes? Do your part and do your job. Shut the dodgy jab down! You can have mine. 😚",neg,covid-controversy,ca
,@JustinTrudeau Really not sure how getting an Alpha vaccine for an Omicron variant is helpful in anyway. Funny how the Omicron variant came out in July and nobody seemed to care about it then because it's been reduced to a mild cold through mutations already. https://t.co/SeCJABF1Fz,neut,covid-new-variant,ca
,"@CPHO_Canada @JustinTrudeau #CoronaVirus #CoVid19 @fordnation @celliottability @epdevilla @jyduclos Vaccine rules don't apply to Nova Scotia judges Well, of course not. Don’t be ridiculous. 
https://t.co/NB82jcRtOn https://t.co/IT5Ru26DOk",neg,pandemic-legal,ca
,@CPHO_Canada Spontaneous Abortions and Policies on COVID-19 mRNA Vaccine Use During Pregnancy https://t.co/0A006F7aKr,neut,pandemic-logistics,ca
,@US_FDA y’all are a joke a @WHO approved vaccine lmao @Ocugen / @BharatBiotech  a victim of #vaccineracism #bigpharmagames @GovCanHealth @CPHO_Canada @POTUS @VP @FoxNews @ABC @CBSNews @NBCNews @CNN @5NEWS @CNBC $ocgn #Covaxinapproval  @JustinTrudeau @RepThomasMassie #datadontlie https://t.co/L6lV8QxeOR,neg,covid-controversy,non-ca
,"@jasonwoody @Mike_CATV @Case14010339 @KylieSpeak @JustinTrudeau Vaccinated can still pass covid. Have you forgotten?
It's not a sterilizing vaccine it's not made to stop transmission or infection. That is clear science and is in the trial study briefing documents which you've surely read.
The vaccine is to minimize severe infection. Remember?",pos,vax-efficiency,ca
,@JustinTrudeau Go vaccinate your kids. Stop telling people to inject a joke vaccine clown man,neg,covid-controversy,ca
,@SherieDee @adamjsfletcher @maxiheadr00m @JustinTrudeau The unvaxxed are partly being viewed as selfish because they’re vastly the ones straining the health care system to the max when a free vaccine is readily available.They refuse to get vaccinated then fill up the hospitals when they get Covid so doctors can’t help other patients,neg,pandemic-logistics,ca
,@jkenney @CMOH_Alberta @JustinTrudeau drop the mandates the vaccine isn’t working https://t.co/rX6YYFtlUJ,neg,covid-controversy,ca
,@KylieSpeak @JustinTrudeau Why would you give your small children an experimental vaccine that does more harm than good in regards to children? I hope they get taken away from you,neg,covid-controversy,ca
,"@CPHO_Canada @JustinTrudeau #CoronaVirus #CoVid19 @fordnation @celliottability @epdevilla @jyduclos HEROES of DEFIANCE: Australians Getting The Balls To Defy Vaccine Mandates
https://t.co/P4Rt8KA7lT https://t.co/azuUnGATCp",neut,covid-controversy,non-ca
,"@JustinTrudeau @redcrosscanada Some undeniable facts when it comes to Canada's ""war on Covid"".

1. Pfizer and Moderna mRNA are currently almost exclusively given to Canadians.
2. Vaccine hesitancy is mainly due to the use of mRNA vaccines.
3. There are non-mRNA options.

Why are we not giving people choice?",pos,pandemic-logistics,ca
,"@RalphDeAdder @EmeraldJennie @maxiheadr00m @JustinTrudeau Mandates are not persuasion! Anytime you threaten people with job loss or loss of livelihood for not taking a vaccine, you are committing coercion not persuasion! What has been done on the world is a crime against humanity and astoundingly immoral.",neg,pandemic-legal,ca
,@epdevilla @CPHO_Canada you said take the vaccine you will be protected wear a mask social distance lababalab now what cases are going higher on vaccinated not only that you want to kill the kids how much power and money will stop you @BogochIsaac @JustinTrudeau https://t.co/Kncgj3A3fz,neg,covid-controversy,ca
,"@JustinTrudeau I really wish kids  (5 to 11 years old), their older siblings, and their parents could get vaccinated together at the same location in Alberta at either a pharmacy, doctors office, or mobile site like this one @jkenney @jasoncoppingab @ahs_media https://t.co/Ef03PnsaGl",pos,pandemic-logistics,ca
,@jasonwoody @2075Apm @Mike_CATV @Case14010339 @KylieSpeak @JustinTrudeau There’s a huge difference between “antivaxx” and hesitancy around an experimental vaccine coupled with a lot of questionable activity by those imposing it. Trying to use the “anti-vaxxer” so called insult is very telling of where people are at. Science is about questions.,neut,covid-controversy,ca
,"@Brandon45844583 @JustinTrudeau So, the vaccine is doing its job then?

Perfect.",pos,vax-efficiency,ca
,@JustinTrudeau Even after vaccinated brought omicron to Canada this guy doesn’t stop. At this point these politicians can say anything and just say it’s science . Remember when Covid didn’t  affect kids and we sent them to school to risk their lives . Now vaccine is out and it affects kids,neg,covid-new-variant,ca
,"@JustinTrudeau @joe_warmington No, No, NO. 894,143 adverse COVID vaccine events reported in the U.S. through Nov. 12, including 18,853 deaths, 21,089 life-threatening occurrences, 33,660 severe allergic reactions and 30,010 permanent disabilities: https://t.co/ytpqr2iXvq",neg,vax-efficiency,non-ca
,@Sylvia_FineArt @JustinTrudeau if the vaccine works and the unvaccinated are a minority then there is no reason not to be back at normal. the only reason we are not is because its easier for the government to keep us like this,neg,pandemic-logistics,ca
,"@CPHO_Canada The new mutated virus was brought into Canada by people who had already received two shots of the vaccine, making a mockery of the Canadian government's mandate for vaccines",neut,covid-new-variant,ca
,"@JustinTrudeau DR. SHANKARA CHETTY: VACCINE KILL JAB DESIGNED TO DEPOPULATE EARTH BY ONE BILLION
https://t.co/R4dWkVvjmy",neg,covid-controversy,ca
,@RockStarPreach @NewsroomGC @CPHO_Canada @TheLancet @US_FDA @RepThomasMassie @GovCanHealth @elonmusk Covaxin is permitted as of today as an acceptable vaccine for travel. https://t.co/Ja65iIptMU,pos,pandemic-logistics,non-ca
,"@JustinTrudeau You are referring to the “vaccine “ that doesn’t stop the rona, but creates a multitude of side effects including death?",neut,vax-efficiency,ca
,"@JustinTrudeau GO HOME, Bud. No one likes you, or your vaccine pushing ways. You are actively making Canada a worse place.",neg,covid-controversy,ca
,"@onlyafewcows @pdf00587301 Another woman losing her employment based on your illogical vaccine mandates , your racking up some record @JustinTrudeau https://t.co/b4WHllmC6c",neg,pandemic-legal,ca
,@CPHO_Canada where in Toronto or Ontario can an individual get the Astrazeneca or J&amp;J vaccine if allergic reaction to the RNA vaccines?,neut,pandemic-logistics,ca
,@jasonwoody @cyruskevinj @JustinTrudeau There is no scientific evidence that it is effective.  Where are the long term results.  There are none yet we are only witnessing the short term results and already witnessing major complications and deaths due to the vaccine.  So why are you pushing people to take it. Hmmmm???,neg,vax-efficiency,ca
,@jasonwoody @JustinTrudeau The vaccine is more dangerous to a child than covid.,neg,covid-controversy,ca
,"@bwhytecgy @JustinTrudeau @DavidLametti @MarciIen Extremist says what?

Use your advanced medical and science degree to explain how small pox has been eradicated worldwide without using the word vaccine.

Go ahead Einstein.",neg,covid-controversy,na
,@JustinTrudeau and @CPHO_Canada How about we join the western world and offer boosters to people younger than age 70? What are we waiting for? We have the vaccine. What’s the problem?  Do better!,pos,pandemic-logistics,ca
,"@JustinTrudeau Judging by the comments of your supporters, Justin, Canada has gone insane… Tell me, why do 5 year old need a vaccine and a mask for a disease they hardly get sick off? I read every paper on it and they all contradict themselves…",neg,covid-controversy,ca
,@CPHO_Canada @24esJASP Please don’t vaccinate kids and stop mandatory vaccine requirements.,neg,covid-controversy,ca
