tweet_id,text,sentiment,labels,ca_related
1.465755706532016e+18,"@JustinTrudeau @redcrosscanada Some undeniable facts when it comes to Canada's ""war on Covid"".

1. Pfizer and Moderna mRNA are currently almost exclusively given to Canadians.
2. Vaccine hesitancy is mainly due to the use of mRNA vaccines.
3. There are non-mRNA options.

Why are we not giving people choice?",,,
1.4655375968015729e+18,"@RalphDeAdder @EmeraldJennie @maxiheadr00m @JustinTrudeau Mandates are not persuasion! Anytime you threaten people with job loss or loss of livelihood for not taking a vaccine, you are committing coercion not persuasion! What has been done on the world is a crime against humanity and astoundingly immoral.",,,
1.46580693371836e+18,@epdevilla @CPHO_Canada you said take the vaccine you will be protected wear a mask social distance lababalab now what cases are going higher on vaccinated not only that you want to kill the kids how much power and money will stop you @BogochIsaac @JustinTrudeau https://t.co/Kncgj3A3fz,,,
1.4655711579737498e+18,"@JustinTrudeau I really wish kids  (5 to 11 years old), their older siblings, and their parents could get vaccinated together at the same location in Alberta at either a pharmacy, doctors office, or mobile site like this one @jkenney @jasoncoppingab @ahs_media https://t.co/Ef03PnsaGl",,,
1.465674008561607e+18,@jasonwoody @2075Apm @Mike_CATV @Case14010339 @KylieSpeak @JustinTrudeau There’s a huge difference between “antivaxx” and hesitancy around an experimental vaccine coupled with a lot of questionable activity by those imposing it. Trying to use the “anti-vaxxer” so called insult is very telling of where people are at. Science is about questions.,,,
1.4655279754038354e+18,"@Brandon45844583 @JustinTrudeau So, the vaccine is doing its job then?

Perfect.",,,
1.4657076163451003e+18,@JustinTrudeau Even after vaccinated brought omicron to Canada this guy doesn’t stop. At this point these politicians can say anything and just say it’s science . Remember when Covid didn’t  affect kids and we sent them to school to risk their lives . Now vaccine is out and it affects kids,,,
1.4655394876694075e+18,"@JustinTrudeau @joe_warmington No, No, NO. 894,143 adverse COVID vaccine events reported in the U.S. through Nov. 12, including 18,853 deaths, 21,089 life-threatening occurrences, 33,660 severe allergic reactions and 30,010 permanent disabilities: https://t.co/ytpqr2iXvq",,,
1.4656575517652582e+18,@Sylvia_FineArt @JustinTrudeau if the vaccine works and the unvaccinated are a minority then there is no reason not to be back at normal. the only reason we are not is because its easier for the government to keep us like this,,,
1.465494745728176e+18,"@CPHO_Canada The new mutated virus was brought into Canada by people who had already received two shots of the vaccine, making a mockery of the Canadian government's mandate for vaccines",,,
1.465530230928339e+18,"@JustinTrudeau DR. SHANKARA CHETTY: VACCINE KILL JAB DESIGNED TO DEPOPULATE EARTH BY ONE BILLION
https://t.co/R4dWkVvjmy",,,
1.4655162324724654e+18,@justwokeup2life @hodl_adu @JustinTrudeau @DavidLametti @MarciIen Are you charged at the vaccine place? No? Then you're splitting hairs.,,,
1.4658330058222756e+18,@RockStarPreach @NewsroomGC @CPHO_Canada @TheLancet @US_FDA @RepThomasMassie @GovCanHealth @elonmusk Covaxin is permitted as of today as an acceptable vaccine for travel. https://t.co/Ja65iIptMU,,,
1.4654752910028513e+18,"@JustinTrudeau You are referring to the “vaccine “ that doesn’t stop the rona, but creates a multitude of side effects including death?",,,
1.4655623458710528e+18,"@ChristianLevac @Thoughtfulpawz @kinsellawarren @Novavax @GovCanHealth @CPHO_Canada @jyduclos They technically are DNA not mRNA, but they do the same thing -- insert a gene that instructs your cells in how to produce the protein. https://t.co/G7y4VPhNJZ",,,
1.465526081298092e+18,"@JustinTrudeau GO HOME, Bud. No one likes you, or your vaccine pushing ways. You are actively making Canada a worse place.",,,
1.465511855007277e+18,"@onlyafewcows @pdf00587301 Another woman losing her employment based on your illogical vaccine mandates , your racking up some record @JustinTrudeau https://t.co/b4WHllmC6c",,,
1.4655837505328128e+18,@CPHO_Canada where in Toronto or Ontario can an individual get the Astrazeneca or J&amp;J vaccine if allergic reaction to the RNA vaccines?,,,
1.4657085308711444e+18,@jasonwoody @cyruskevinj @JustinTrudeau There is no scientific evidence that it is effective.  Where are the long term results.  There are none yet we are only witnessing the short term results and already witnessing major complications and deaths due to the vaccine.  So why are you pushing people to take it. Hmmmm???,,,
1.4657394792018575e+18,@jasonwoody @JustinTrudeau The vaccine is more dangerous to a child than covid.,,,
1.4654930831061524e+18,"@bwhytecgy @JustinTrudeau @DavidLametti @MarciIen Extremist says what?

Use your advanced medical and science degree to explain how small pox has been eradicated worldwide without using the word vaccine.

Go ahead Einstein.",,,
1.4655616266654392e+18,@gdforster @Sask_Squatch @Mike_CATV @Case14010339 @KylieSpeak @JustinTrudeau Of course. No vaccine is 100% effective and nobody ever claimed such a thing.,,,
