tweet_id,text,sentiment,labels,ca_related
1.4657465344070203e+18,I would like to suggest that vaccine passports be required to enter any hospital for any reason.,pos,pandemic-logistics,na
1.4657484666430628e+18,Yale study: Unvaccinated white evangelicals appear immune to pro-vaccine messaging https://t.co/Rd6mcaX0Xr,pos,covid-controversy,non-ca
1.465742913514705e+18,"A U.S. district judge in Missouri has ruled that the federal Centers for Medicare and Medicaid Services did not have authority to order hospitals, nursing homes and other health care providers to vaccinate all of their workers. https://t.co/l8cyTdw2JK @DMRegister #Iowa #COVID",pos,pandemic-legal,non-ca
1.465744305516077e+18,"In an effort to show how safe vaccines are, you clearly have to post details of people who've died despite having the vaccine

The reality of Covid is: Overall figures
Population 7.9 Billion
Died from Covid 0.00521 Billion https://t.co/TNtpjUommq",pos,covid-controversy,na
1.4657425243252818e+18,Who needs a #flushot? You! #Fluseason starts to ramp up at the #holidays. It takes about two weeks to be protected. Vaccination before Vacation is your best defense. #Flushots are available at our #immunization clinics: : https://t.co/xier9VwHhc #FightFlu https://t.co/RYP4xsHGr3,pos,pandemic-logistics,na
1.465744336281346e+18,Got my third vaccine/booster today. I didn't even feel the needle for the 2nd shot but I definitely felt it today. Seems like Covid's about to get a lot worse but hopefully this will help. #Vaccinated #Booster #Covid19,pos,pandemic-logistics,na
1.4657474638647828e+18,"UK calls in army to support Covid-19 booster vaccine campaign amid #Omicron variant spread
https://t.co/OJDNUCXv2t",pos,pandemic-legal,non-ca
1.4657512359449805e+18,Ben &amp; Leah came from Winnipeg to receive their COVID vaccine at the Brandon Supersite.  It was special for them because they are the grandchildren of Jane Skinner the Regional Manager for PMH COVID Vaccine Sites. PMH COVID clinics visit:  https://t.co/pylC0tADx4 https://t.co/oHmvcj021N,pos,pandemic-logistics,ca
1.465747200772911e+18,Biden Admin will not enforce the vaccine deadline it imposed on federal workers - Real America's Voice News https://t.co/2lHjqJne3n,pos,pandemic-legal,non-ca
1.465750231107072e+18,"Ahmedabad has at least 6795 new slots available between 30-11-21 &amp; 07-12-21.

Covishield:
Dose1- 18+/45+:2271/0
Dose2- 18+/45+:2225/0

Covaxin:
Dose1- 18+/45+:0/0
Dose2- 18+/45+:2299/0

Book one now at https://t.co/xbSrfOwtUe #vaccine #cowin #covid #Ahmedabad",pos,pandemic-logistics,non-ca
1.465748576311472e+18,"Boris Johnson vows booster jabs for all adults by end of January (POLITICO)

All eligible English adults will be offered a third coronavirus vaccine by the end of Januar...

Add your highlights:
https://t.co/kKP1KdGoTo
 #europe #politics #...",pos,pandemic-logistics,na
1.4657478754223022e+18,"You're getting the vaccine? Not me! I'm extremely careful about what I put into my body. 
Hold on a second...yes, I'd like a McRib, fries and Coke...supersized, please.",pos,covid-controversy,na
1.4657465403126047e+18,"The vaccine, called Aspenovax, will be manufactured from drug substance supplied by Johnson &amp; Johnson and sold to public sector markets in Africa. https://t.co/xeqNd5naug",pos,pandemic-logistics,non-ca
1.4657424530513838e+18,"Against Vaccine Passports Directory has been set up with the aim of connecting likeminded local businesses with customers.
Businesses who support the notion of freedom and want to be part of a community that promotes unification and inclusivity.
https://t.co/Uj4uIi3P8Y https://t.co/upuXEKR1Sh",pos,pandemic-logistics,na
1.465742927586644e+18,"* COVID-19 * The #Pfizer CEO announced when his company could have a new shot to protect against the #Omicron #COVID19 variant, and believes their anti-viral pills will be effective in reducing hospitalizations, deaths. #DailyVoice https://t.co/NhQQGU8t2V",pos,covid-new-variant,na
1.465742926030459e+18,"In Nova Scotia there's no minimum age for kids to consent to a COVID-19 vaccine without their parent's approval.

""Mature minors"" can consent if a vaccine provider finds them capable of doing so. #cdnpoli #nspoli 

https://t.co/e16GBZubY5",pos,pandemic-logistics,ca
1.465749149694009e+18,"Slovenia: Drivers Must Present COVID Certificate in Order to Refuel Cars - Global ResearchGlobal Research - Centre for Research on Globalization https://t.co/mFSuQtoE9l 
If no gas isn't a good reason not to get your graphene nano-razor blades in your vaccine, what is?",pos,pandemic-legal,non-ca
1.4657538210833162e+18,I’ve had #Covid and without the vaccines it would’ve been a lot worse. Tweets like this really don’t help misinformation spreading. Maybe put time into doing research on the vaccine instead of flogging your #CBD oil! https://t.co/uFcTFPxbpo,pos,vax-efficiency,na
1.4657458540615475e+18,"LMAOOOO TRINIDAD IS JOKES VACCINE SEGREGATION- I'm sage though, y'all stay good https://t.co/yPJhnNe1kj",pos,covid-controversy,na
1.465742905889284e+18,"The #OmicronVariant reflects the threat of prolonged vaccine injustice. The longer we take to deliver #VaccinEquity, the more we allow the #COVID19 virus to circulate, mutate and become potentially more dangerous via @DrTedros @WHO @DrAmbrishMithal @CDCgov @NHSuk @thewire_in https://t.co/ECmFWYF29Q",pos,pandemic-logistics,na
1.4657436956600812e+18,"Protection offered by COVID-19 vaccines reduces over time, that's why we're inviting people for a booster jab from 3 months after their second dose. 

Your health board will contact you when it’s your turn.

Stay protected this winter. #KeepWalesSafe

https://t.co/0caMFyLFnA https://t.co/WfJ8u9L977",pos,vax-efficiency,na
1.465742943688528e+18,"Just like other hospitality businesses in NZ, visitors to Virtual &amp; Retro aged 12+ will need to show their vaccine pass from Thursday 2nd December.

If you already have a booking we'll be in touch to make sure that we're all on the same page and ready to have some fun. Stay safe! https://t.co/ddcfS2uPnO",pos,pandemic-logistics,non-ca
1.4657490723175014e+18,I’m vaccinated but if anyone chooses not to be that’s the least of my concerns because it doesn’t affect my well-being. You can still get Covid after the vaccine! it just curbs the effects of the virus on YOUR body. Let people decide what gets in their body!,pos,covid-controversy,na
1.4657483305253765e+18,"You are welcome to safeguard your right not to take a vaccine, but others have rights also, like not allowing you in certain places. https://t.co/fjrSPSuMUn",pos,covid-controversy,na
1.4657488067425526e+18,"My heart goes out to those women .  This isn’t a coincidence this is the covid vaxx killing these babies.  If you’re pregnant or are trying to get pregnant please, please don’t get the covid vaccine.  The CDC, FDA, Fauci and our government lying to you. https://t.co/73ME7iknqV",pos,vax-efficiency,na
1.4657471771337236e+18,RT ninaturner: RT @SenSanders: The time for debate by the members of the World Trade Organization is over. We must urgently move NOW to dismantle the vaccine inequality that undermines our ability to confront this crisis and make vaccine technologies ava… https://t.co/5xGvMCQZGC,pos,pandemic-logistics,na
1.4657507772391588e+18,bro pfizer better work with this Omarion strain cuz ion have time to be doin this vaccine shit again 😒,pos,vax-efficiency,na
1.4657526834328494e+18,"I think u should have a conversation with 
@MarcusLamb . Oh you can’t he just died of Covid. Another anti-vaxxer. Stop spreading misinformation. The vaccine protects you from death and serious illness. Not from getting the virus completely. You know this. Shame on you. https://t.co/IwEcnotLIK",pos,vax-efficiency,na
1.465751312281256e+18,"DeSantis doesn't deserve to be in the shadows of a vaccine salesman. If Trump runs, DeSantis needs to stay in Florida so Florida doesn't go to shit. https://t.co/B9ylPtsX4H",pos,covid-controversy,non-ca
1.4657507733132493e+18,"Omicron-Specific Vaccines Can Be Ready in 100 Days, Pfizer
and Moderna CEOs Say 
https://t.co/aYlWsfK0ju",pos,covid-new-variant,na
1.4657481581227663e+18,"""We saw a threefold increase in our vaccine booster walk-ins, so now we’re doing up to 400+ a day."" #TuftsMC Director of Emergency Management @Nick_Duncan_EM speaks with @WCVB about the surge in people seeking #COVID19 vaccine boosters. https://t.co/BF7IMF4Qgf",pos,pandemic-logistics,na
1.4657501012388987e+18,CentraState is offering the COVID-19 vaccine to those ages 5 to 11 on December 3rd by appointment only. Get back to the moments that matter most. Visit https://t.co/bTbX2obeYQ to schedule. https://t.co/CmDmIDMaCW,pos,pandemic-logistics,na
1.4657485017369272e+18,"Johnson says vaccine centres will be ""popping up like xmas trees"" which sounds great until you remember there is a shortage of Xmas trees in Brexit Britain. Next he'll be claiming they are as ubiquitous as turkeys. Which aren't.",pos,pandemic-logistics,na
1.4657440147166863e+18,"Xi Jingpin pledges another 1 billion #COVID19 vaccine doses for #Africa. #US committed another 17 mln doses to the #AfricanUnion. Quantities differ!
#China #vaccine #Covid #Covid_19 https://t.co/I6fpocKxHw",pos,pandemic-logistics,non-ca
1.4657537049848136e+18,"Everyone 5 years and older in the U.S. is eligible for a #COVID19 vaccine and getting vaccinated is fast, easy, and free. 

Ways to find a COVID-19 vaccine near you:

🔍Search https://t.co/c8GVVkqQt8
📱Text your ZIP code to 438829
📞Call 1-800-232-0233",pos,pandemic-logistics,non-ca
1.4657433976338924e+18,Oil falls on vaccine efficacy worries; WTI down over 6% https://t.co/Bqyswiv16u via FXEmpire #forex #fx,pos,vax-efficiency,na
1.4657482563869532e+18,"🚨💉VACCINE REQUIREMENT ANNOUNCEMENT💉🚨

Beloved DC, as of Thurs, Dec. 2, we'll require paper, photo, or electronic proof of COVID-19 vax for service.

It's cold, our outside doors are closed, &amp; this is safest for everyone.

Vaccines are free &amp; safe. Get one &amp; spend the❄️w/us!",pos,pandemic-logistics,na
1.4657514744792842e+18,Omicron Vaccine Could Get Nod in 4 Months: EU Watchdog https://t.co/8vSVQbbsTb,pos,covid-new-variant,na
1.465747924189692e+18,Thank you Boris Johnson everytime I see Christmas trees I see vaccine centres #Christmastrees #vaccinecentres #BoosterJab #borisjohnson https://t.co/IYvIUrJJ2d,pos,pandemic-logistics,na
1.465748325026734e+18,"The #Omnicron variant will eventually make it's way 2 the US. Get #vaccinated with a booster. It does not prevent you from having kids &amp; is safe.

If you dont want to get sick get the #vaccine 2 protect against #COVID19 #Covid_19. It's free. Ignore the lies from crazy ppl https://t.co/fXD2AHvwav",pos,pandemic-logistics,non-ca
1.4657439323320689e+18,"""I'm losing my Covid patience""
🙄🙄🙄🙄
If the ""vaccine"" worked then it wouldn't matter what others do. 🚩🚩🚩🚩

How does it feel to be a guinea pig in a failed medical experiment? 😂😂 https://t.co/g7gdK3Qbbq",pos,vax-efficiency,na
1.4657424263421092e+18,"Care workers have worked hard and taken risks throughout the pandemic.

Many want to exercise their freedom to choose if they want the vaccine.

Should they have that right and keep their job?

Become a member and vote.

Let's see what the country thinks is fair. https://t.co/RWVPOH7FhF",pos,covid-controversy,na
1.4657510162472878e+18,"#bbcnews 

""the #vaccine will cut infection rates by 95""

""the vaccine will boost your level of immunity""

""you need 2 doses to boost immunity""

""you need a 3rd ""booster jab"" for the waning immunity""

""don't know if jabs protect from Omicron but get it anyway""",pos,vax-efficiency,na
1.4657494168837243e+18,"Text from NHS Scotland today prompting me to come forward for my booster. 🙃 

Seems for ours now we’re here in England we’ll have to go to a drop in centre and take our Scottish proof of vaccine to confirm we have had the first two jabs. 🤞🏻 https://t.co/LDKxBZpPDH",pos,pandemic-logistics,non-ca
1.465750475186131e+18,"Everyone in the United States 5 years or older is eligible for a COVID-19 vaccine. Regardless of current health, the CDC now recommends everyone 18 years of age or older get a booster shot. You can visit https://t.co/2n6hpYn0fR for more information.
#inhomecare #assuredinhomecare https://t.co/ggYj6NoZoE",pos,pandemic-logistics,non-ca
1.465744948322607e+18,"MILITARY VACCINE MANDATE: Some deadlines have already passed, others are quickly approaching. @OhioAdjGen tells me more than 90% of @OHNationalGuard airmen are fully vaccinated ahead of the 12/2 deadline. Ohio Army Guard soldiers have until 6/30 to get the shots. @SpectrumNews1OH https://t.co/eRsZ8qtq1q",pos,pandemic-logistics,na
1.46575250694076e+18,"#MARKET 
'Markets fall on Omicron fears as officials offer vaccine reassurance'",neut,covid-new-variant,na
1.4657520330431406e+18,"😷👀 DOES ANYONE ELSE think that the vaccine and booster uptake is not what were hoping for??? 🤔 

Why else would we have had three Press Conferences in the space of four days saying exactly the same thing… 😜",neut,covid-controversy,na
1.465747255034585e+18,"It's quite condescending when...
Lawyers say, ""don't blame the judge"" ( Kyle's case)
Epidemiologists say, ""It took me a lot of time to book a vax apptmt. Hesitancy is not why we have low vaccine rate!""
Your degree doesn't give u an advantage in certain things.. just bcos!",neut,pandemic-logistics,non-ca
1.4657473941133804e+18,Trump-appointed judges are pushing a huge right-wing lie in order to block vaccine mandates https://t.co/EYS4yuSRrl,neut,pandemic-legal,non-ca
1.465750630480466e+18,Who is eligible for the Covid booster vaccine and how can you book it? https://t.co/kvVyqlqLZk,neut,pandemic-logistics,na
1.465748169355002e+18,Sweden: Get Your Covid Vaccine Passport in a Chip in Your Hand #MarkOfTheBeast --VIDEO https://t.co/JZ3rLs9Hb6 via @gatewaypundit,neut,pandemic-logistics,non-ca
1.465747320457339e+18,"Why shocked? The data is out there for many months that vaccine efficiency drops like crazy; that vaccinated people can get infected, and that most masks either by design or how people use it is way less effective than what people think it is. Read more of my data tweets sir. https://t.co/lnQshpoNEW",neut,vax-efficiency,na
1.4657434516061676e+18,"1,2,3,4,5 they tried to give me an experiment to keep me alive.
6,7,8,9,10 now they trying the same thing over again.

SOME VACCINE THAT!!!!",neut,pandemic-logistics,na
1.4657429866213212e+18,"Like here is the thing, I didn’t make that post to be anti vaccine. I made it to share experiences of people with similar medical situations to help ease fears of getting it. It’s not that we don’t want to get it, it’s that we want to feel and be assured it’s safe to.",neut,covid-controversy,na
1.4657454621835346e+18,my irl asked our teacher if he got the vaccine and he replied in the most angry tone “that’s a personal question”,neut,covid-controversy,na
1.4657473743247892e+18,Wait what? FDA wants 55 years to process FOIA request over vaccine data https://t.co/4DayTRPs1n,neut,pandemic-legal,na
1.4657486651386511e+18,Covid booster jabs: GPs to be paid between £15 to £30 per vaccine administered as roll-out ramps up https://t.co/3rpnYh3CgY,neut,pandemic-logistics,na
1.465752620946051e+18,"Why anti-vaxxers are cunts. Part 2.

I should clarify I don't mean Jon, the subject of the story. I mean those that persuaded him not to get the vaccine and those that push the anti-vax message https://t.co/GLzsurqASd",neut,covid-controversy,na
1.4657432762633257e+18,Anyone on these streets know how I can get my Covid-19 digital vaccine certificate?,neut,pandemic-logistics,na
1.465744200809472e+18,"Gr8 retired NHS Doc just makes2much sense+interviewer wants him 2b pro-mandate+lockdowns
{b4 we have ANY data on omicron}.
I like that he says the opposite, even mocks a healthcare person's comment:
""looks like new variant can evade the vaccine...so, go get your booster""

huh?!🤦‍♂️ https://t.co/6F5Qb3TZKR",neut,pandemic-logistics,na
1.4657475211883725e+18,Moderna CEO expects a ‘material drop’ in COVID vaccine effectiveness from Omicron variant https://t.co/FtBhJMvnOK https://t.co/8VtkegJwFD,neut,covid-new-variant,na
1.4657465299526697e+18,Here is a question. A returning Zimbabwean resident vaccinated in Zimbabwe with a negative PCR test has to quarantine?. What does that say about the vaccine? https://t.co/hSI7f4mqfc,neut,covid-controversy,non-ca
1.4657427302360883e+18,"Same here in Canada, really not that big of a deal. We also have vaccine passports and again, not hard to flash your phone at the server for 2 seconds. People need reality checks. https://t.co/y6A83SPvB7",neut,covid-controversy,ca
1.465744878701355e+18,"RT @peterbakernyt: .@PeterHotez calculates that 150,000 unvaccinated people in the United States have died of covid since June 1, when the vaccine was widely available.",neut,covid-controversy,non-ca
1.4657446946804244e+18,The Canada Border Services Agency (CBSA) says it has intercepted hundreds of suspected falsified or fraudulent COVID-19 test results and proof of vaccination credentials since they were required for travel. https://t.co/ra7dJRWiZH,neut,pandemic-legal,ca
1.4657425623255777e+18,"Covid: Greece to fine over-60s who refuse Covid-19 vaccine by new stratus energy  Fines of €100 (£85) will be imposed from mid-January, with the money going towards healthcare.  https://t.co/d2Q759h1th BBC News - World
https://t.co/8gildeIPpe",neut,pandemic-legal,non-ca
1.465742187338117e+18,"Judge blocks vaccine mandate for health care workers in 10 states. This judge's decision is based on his uninformed and unscientific misunderstanding of how vaccines work and the impact that #COVID has on the system as a whole, not just the individual.  https://t.co/q4MJhyYzsF",neut,pandemic-legal,na
1.4657463361631846e+18,So y’all think the vaccine they forced us to get is working or nah? 👀,neut,covid-controversy,na
1.465751152440623e+18,"Following today’s announcement about the need for Covid-19 booster vaccines. some patients have asked me if it is unusual to receive three doses of a vaccine.

Answer: Many commonly used vaccines require three or more doses to generate a good immune response.",neut,covid-controversy,na
1.4657433677494804e+18,Do you have to show a vaccine card to board a domestic flight?,neut,pandemic-logistics,
1.4657436612877025e+18,D1 AND D2 PEOPLE - is a digital vaccine card ok? i have no idea where my physical one is but i have a pic and saved it in my apple wallet,neut,pandemic-logistics,na
1.4657434783868396e+18,Did someone capture how many times #vaccine inequity was mentioned at #COP26? @KlimaGesundheit @w_leadersph @ph_alliance @LSHTM_Planet @nicoledepaula @Sophie_A_G @RenzoGuinto @LancetCountdown,neut,covid-controversy,na
1.4657441921524283e+18,"Personal health care decisions should be up to individual Americans in consultation with their doctor, not coerced by the federal government.

This is why @Heritage is suing the Biden Administration over the vaccine mandate.
https://t.co/qgcSbWHt8x",neut,pandemic-legal,non-ca
1.4657479937269064e+18,"For those in Idaho and Utah, as the vaccine mandate is making it way here, keep this in mind https://t.co/ZTw9eGaCvG",neut,pandemic-logistics,non-ca
1.465752481166676e+18,"There is no other explanation as to why the global elites, Fauci, Gates, CDC, lgbtqp and Children's Hospital, Democrats, RINO's, Fake news media the mentally ill are all pushing children and their parents to take covid Vaccine and consume food with the MRNA and spike protein. https://t.co/x42Dq4fVyg",neut,covid-controversy,na
1.4657504979865846e+18,"Covid Briefing: UK reports 39,716 cases · army to accelerate booster rollout

https://t.co/vzWOgLRhkZ

Sent via @updayUK",neut,pandemic-logistics,non-ca
1.465748185603883e+18,Can I just say reading some of the negative comments on my video tonight with my oncologist about the vaccine I find it is very troubling that there are so many stupid people who think they’re so much cleverer than those whose job it is to look after us when we are ill.,neut,covid-controversy,na
1.4657452066119598e+18,Massachusetts may soon unveil a digital vaccine passport — but the Baker administration on Tuesday clarified it will stop short of mandating the technology’s use across the state. #mapoli https://t.co/wKj6uT2Jxz,neut,pandemic-logistics,non-ca
1.465743010277245e+18,Tuesday” #fundraiser!! They have falsely labeled us for hate speech and #vaccine misinformation. We want everyone to still donate but we will be using PayPal! All funds should be sent to Israel@Israelunite•org and label funds “Takeover Tuesday” thank you so much https://t.co/tIGNqvub0w,neut,covid-controversy,na
1.465744239212601e+18,i would like to hear less about how omicron has affected stocks since its discovery and more about what the plan is for making sure everyone across the globe has access to a vaccine during an almost two-year-long global health crisis... if there even is one,neut,covid-new-variant,na
1.4657512651288945e+18,"Religious Exemptions to COVID-19 Vaccine Mandates Do Not Include Political, Social ... - JD Supr - https://t.co/FcvakIeZCk #GoogleAlerts",neut,covid-controversy,na
1.465745845681152e+18,Court halts San Diego district's vaccine mandate for students 16 and older https://t.co/MICWso3ctC,neut,pandemic-legal,non-ca
1.4657458153899663e+18,"I Choose to vaccinate, But I disagree with a Mandate the Vaccinate 
What’s Next Mandate the Vaccine for ???? https://t.co/6Yv1qBFfZL",neut,covid-controversy,na
1.465745013099438e+18,"Vaccine inequity can lead to more Covid variants, waive IP rights immediately, India warns WTO
https://t.co/KJ0ogvIWsy",neut,pandemic-legal,non-ca
1.465750005562622e+18,"Be sure to check out @alhkim of @WUSTLmed discussing the immunogenicity of vaccine responses - including the #COVID19 vaccine - among patients with rheumatic diseases. #Rheum #RheumTwitter
https://t.co/MqldwtTqae",neut,vax-efficiency,na
1.465744428488749e+18,Will the #Moderna #OmicronVariant  Booster Push The Stock to $500? Technical Analysis &amp; Price Prediction!! 🚀 (2/3 ) Full video on Youtube: investwithjo #mrna #mrnastock #modernastock #stock #vaccine #invest #finance #technicalanalysis #daytrading #stockmarket #robinhood #crypto https://t.co/k3b11PDjOm,neut,covid-new-variant,na
1.4657530753191936e+18,"The #EMA reporting of the vaccine side effects goes into a fantastic level of detail that frankly embarrasses the #MHRA #YellowCard scheme

Question - does anyone know where to extract the number of #Fatal events from within the report #Pfizer show here?

https://t.co/NRT8ABP9pF https://t.co/3woGL6EAmx",neut,vax-efficiency,na
1.4657462274762424e+18,"You look satanic @sajidjavid 

This is terrifying the way you were in this short clip and its made me double down on my decision not to take this trial vaccine that doesn't actually fix anything. https://t.co/53PlcOxHq6",neg,vax-efficiency,na
1.465746151559291e+18,When are the train containers coming?  There will be families who don't want the vaccine hiding out in attics. https://t.co/1wXD3sSxRm,neg,covid-controversy,na
1.46574713952759e+18,Tell me the facts @RepSwalwell. What are they? That the #vaccinated are contracting #covid at the same rate as the #unvaccinated? They spread it at the same rate? Some people die from the #vaccine? Have patience and explain it to me. https://t.co/lWG8fQwUil,neg,covid-controversy,na
1.4657525452009925e+18,"Got fired yesterday for not complying with my employer’s vaccine &amp; testing policy. They picked the wrong haole.

https://t.co/gd6jYFWoSP",neg,pandemic-legal,na
1.4657487149879583e+18,"Federal judge blocks Biden vaccine mandate for health care workers in Missouri, 9 other states https://t.co/MO8qKanBuP via @springfieldNL",neg,pandemic-legal,non-ca
1.4657487670350807e+18,"Vaccine supremacists are the opposite of moral people.

They demand that their feelings override your right to bodily autonomy, and demand you be injected with experimental drugs which have been shown to kill and disable.",neg,covid-controversy,na
1.4657425458630246e+18,Barbados’ independence is a hella as Omicron (a possibly vaccine evasive variant)is detected is a rass ending to COVID season 2,neg,covid-new-variant,na
1.4657442811850138e+18,"SC officials raised concerns about this vaccine sign-up system, but DHEC still chose to use it. Why? https://t.co/QcA9MRfH60 @scdhec VAMS was the worst system ever!  I had difficulty navigating it and I’m pretty computer literate and have a masters degree.",neg,pandemic-logistics,na
1.4657500898178007e+18,Ludovic Clerc - Died from Moderna Vaccine - No More Silence - Telling Our Stories No lire silence ⁦@Defenseurdroits⁩ ⁦@CNIL⁩  ⁦@RESEAUCHU⁩ ⁦@CHUdeToulouse⁩  https://t.co/1DzX3Kxbqq,neg,covid-controversy,na
1.4657421820448113e+18,"If Covid was as deadly as feared;
If the vaccine was as effective advertised;
Then you would have a point.

There are varients with no symptoms (OMG!); and others that have the same issues as the common cold.

You're losing your patience? FU. You are a power hungry authoritarian. https://t.co/rKo1TDZ3re",neg,covid-controversy,na
1.4657464519847483e+18,"French Govts plan 2 Impose Vaccine Mandates In Caribbean nations Martinique &amp; Guadeloupe backfires following massive protests &amp; riots, forcing mandate to stop. 
Never forget power of people is greater than people in power, it just needs used correctly. https://t.co/wmQrHDHzeZ",neg,pandemic-legal,non-ca
1.4657525990811443e+18,"They're not ""vaccine passports,"" they're movement licenses. It's not a vaccine, it's experimental gene therapy. ""Lockdown"" is at best completely pointless universal medical isolation and at worst ubiquitous public incarceration.

Call things what they are, not their euphemisms. https://t.co/GMNHHgBPJp",neg,covid-controversy,na
1.4657454410231644e+18,"Sounds like everyone should catch it. Safer than the common cold and a HUGE factor safer than the gene therapy drugs #Omicron. 

It is what a vaccine was supposed to be. https://t.co/mjKMpgC0DJ",neg,covid-controversy,na
1.4657436842390405e+18,You will have strokes and heart attacks and be happy. #GreatReset #KlausSchwab #WEF #WorldEconomicForum #Covid19 #Corona #CoronaVirus #Vaccine #Vaccines #vaccinedeaths #Covid19Vaccine #CoronaVaccine #CoronaVirusVaccine https://t.co/2OsAp89Sos,neg,covid-controversy,na
1.4657476940061368e+18,Defense secretary warns Oklahoma's GOP governor that troops who don't get COVID-19 vaccine are putting their careers in jeopardy https://t.co/UhmSx2P5PG,neg,pandemic-legal,non-ca
1.4657454990347346e+18,"https://t.co/gdmD8MUStI 
#Vaccine Will Lead to Catastrophe That Is Beyond Your Imagination

What #CCP  doesn’t allow to talk are all big issues, (it means) the vaccine will once again lead to catastrophe beyond your imagination

 #NFSC 
#Produced by Himalaya Washington D.C.",neg,covid-controversy,na
1.4657485962051092e+18,"Sweden: Introduces vaccine nazi- passports in a chip in your hand or elsewhere under the skin. 

3 Conditions to be qualified : Democrat , Liberal and  Sheep https://t.co/UVQjnDqcz0",neg,covid-controversy,non-ca
1.4657528056714568e+18,Omicron: A consequence of unequal vaccine distribution? | DW News https://t.co/WJF0tUqvbT,neg,covid-new-variant,na
1.4657460815689892e+18,"There is a 99.95% chance of survival for people below the age of 50 and a 99.998% chance of survival for people below the age of 18 according to the CDC.

The vaccine does not provide immunity and therefore there is no chance of herd immunity through vaccination. https://t.co/ZkM5KRiUy2",neg,covid-controversy,na
1.4657417887995535e+18,By creating vaccine mandates: who is the target market? Will the 60+ % unemplpoyed be bothered OR will the R350 be at risk? #MandatoryVaccination,neg,covid-controversy,na
1.4657453536221798e+18,"""It is a sensitive subject in Germany as the Nazis used what they euphemistically called 'euthanasia' to exterminate around 200,000 disabled people.""

German euthanasia group says clients must have Covid-19 vaccine https://t.co/UHue2HwWAq",neg,covid-controversy,non-ca
1.465747666885882e+18,"Save Our Children!
Left uniting with right in massive grassroots resistance to vaccine mandates https://t.co/T8Rx1r91lE",neg,covid-controversy,na
1.4657444809806848e+18,No one needed nor should've had a vaccine for a nearly harmless virus. Making nothing into something to distract and perpetuate fear is a Democrat tactic.,neg,covid-controversy,na
1.4657490397486817e+18,never trust a bitch with a covid vaccine sticker on the back of their phone,neg,covid-controversy,na
1.4657449474081096e+18,"People taking TNF inhibitors, a kind of immunosuppressive drug used to treat rheumatoid arthritis and other autoimmune conditions, produced a weaker antibody response after two doses of Pfizer's COVID-19 vaccine, according to a School of Medicine study. https://t.co/PUiddPthic",neg,vax-efficiency,na
1.4657519448074117e+18,"It is upsetting how structural discrimination impacting education &amp; levels of trust with regards to institutions including healthcare can be associated with the decision not to get a #COVID19 vaccine.
Can impact the health of entire families.
Makes me sad.",neg,covid-controversy,na
